"DATE","YR","MON","DAY","TEMP","WS","RH","PREC","DEW","LAT","LONG","FFMC","DMC","DC","ISI","BUI","FWI","DSR"
2000-10-27,2000,10,27,11.9488536652693,8.88767977749877,48.8417125692351,1.55279732499445,1.5871452005216,40,-121,44.334755945363,7.44737220131742,607.95112628498,0.115938393844642,14.4521490666178,0.0861654012235319,0.000354901768037972
2000-10-28,2000,10,28,4.02402054505222,14.1791989553263,92.3110992414645,14.3016751557682,2.89395728613118,40,-121,16.0132032222698,3.19420060643247,523.821996956444,5.14012179656072e-05,6.29247442033721,2.45295689599042e-05,1.88070230423456e-10
2000-10-29,2000,10,29,3.97855238337701,7.39358733574179,81.1352293941897,20.9049386725289,1.0459774537793,40,-121,15.7469195115884,1.05563210976803,422.402645441185,3.24482693554254e-05,2.09815539887501,1.0189064424921e-05,3.97161031230889e-11
2000-10-30,2000,10,30,6.15366899998736,5.13752672571932,58.6371412391219,0.999124331610036,-1.32788885495899,40,-121,37.4972331754588,1.51024133307742,424.214305861182,0.0272586153872424,2.99383684069097,0.00959502594819574,7.29105871823351e-06
2000-10-31,2000,10,31,7.61867991514055,6.16888166558956,49.691635433623,0,-2.20260984774603,40,-121,59.6433937260965,2.17484218706125,426.289668245908,0.546049940687901,4.29490506893908,0.220348898567293,0.00187014451870432
2000-11-01,2000,11,1,9.6764596258696,2.93108011684634,56.9822899976744,0,1.60802720995008,40,-121,71.2795755586122,2.78945471487787,427.735430978564,0.756470638374803,5.48941212933887,0.339071307325583,0.00401036633697584
2000-11-02,2000,11,2,12.2463304948402,9.31622588261894,53.7742660473978,0,3.213296062898,40,-121,80.0330977533328,3.60739896759086,429.643770467635,1.82476398301265,7.066468248951,0.920582922363447,0.0234941783876015
2000-11-03,2000,11,3,12.0745077332521,11.2494809477554,41.9761092762609,0,-0.392674439618418,40,-121,85.1053811505113,4.62088847764409,431.521181859621,3.76881283213812,9.0008167647683,3.79245074439884,0.287910307720959
2000-11-04,2000,11,4,13.2257202358927,9.26416959467398,40.4666741533394,0,0.153987864043131,40,-121,87.0953339903922,5.75160731015946,433.605811502081,4.50976837514462,11.1339946774616,5.18421070076969,0.500676472999673
2000-11-05,2000,11,5,12.8887982120829,6.3324350629498,43.6059625369589,0,0.878947991180894,40,-121,87.2795612499026,6.79751079183434,435.629795180256,3.99393177817919,13.0845957485247,5.03008036610247,0.47463145794472
2000-11-06,2000,11,6,9.38286682019941,12.8841075761524,37.8753028996017,0,-4.23461004845154,40,-121,87.662639753083,7.66093131465714,437.022711207892,5.86875289712475,14.6785802976798,7.72485004712998,1.01422498796618
2000-11-07,2000,11,7,10.4586267188383,7.1821267326967,34.0911407137677,0,-4.66829155307857,40,-121,88.3762402489739,8.67094683746775,438.609264017283,4.87720048123139,16.5251708551056,6.96829974836236,0.84509081694654
2000-11-08,2000,11,8,5.51013118509951,8.04504500077424,78.1944852012909,1.1382717376295,2.02817455635949,40,-121,76.079202384568,8.86204408754443,439.305087630601,1.22546137820818,16.8731391032558,0.999620403252568,0.0271817273651093
2000-11-09,2000,11,9,1.31018524749703,8.36142283421624,70.5780073465979,4.01863153851813,-3.45139419681163,40,-121,47.8009235584037,5.41922897478149,427.293906360726,0.188334727973765,10.5053675895976,0.116703217419606,0.000607163299019681
2000-11-10,2000,11,10,0.592264926252597,4.27147985200992,80.2458166883252,3.86679028263406,-2.41867908063733,40,-121,32.6877506398467,2.96108636661638,416.334768956477,0.00864969985712069,5.81871206733028,0.00398065394110359,1.53634317009864e-06
2000-11-11,2000,11,11,2.88721937668214,9.52530541297033,43.9167895495095,1.89274641984099,-8.22189074770921,40,-121,48.7826692538846,2.31880547765348,416.55846844428,0.227528304187863,4.57395771685516,0.094234504861219,0.000415834502643959
2000-11-12,2000,11,12,5.20309138069638,7.46103000629068,44.9301864291964,0,-5.78868447683692,40,-121,66.772709609853,2.77900400481974,417.199024892805,0.82041170683288,5.46696797249128,0.367057609870278,0.00461475336607734
2000-11-13,2000,11,13,-0.105484896892335,11.4922783673581,72.8417333410935,0.290348010543189,-4.39819683038684,40,-121,71.983300337514,2.81481294320046,417.199024892805,1.19400065845947,5.53624424462637,0.537228448984377,0.00905629037147862
2000-11-14,2000,11,14,0.832816792476024,9.98777070662211,63.5115500108644,5.20701519204138,-5.31675426420344,40,-121,44.6484789759445,1.06951935084551,400.504715297394,0.128787369512365,2.12485302955032,0.0405914195441494,9.36477846321124e-05
2000-11-15,2000,11,15,3.00226592139768,6.62232945751175,62.3362322183822,0.35766573446913,-3.49493887977286,40,-121,59.145438601532,1.27436445440895,400.749123163245,0.540609779843675,2.52862660739859,0.179800959021964,0.00130482043858986
2000-11-16,2000,11,16,2.87825471086018,11.0963649716397,53.2210329101339,0.0231203045432567,-5.71689459411715,40,-121,71.2143117888687,1.52109403953353,400.9712090112,1.13896011309057,3.01360759469088,0.401837999945776,0.00541675484351744
2000-11-17,2000,11,17,4.32380707465614,4.54902456434807,47.9076326589209,0.000430145200804987,-5.75573174378525,40,-121,77.9707137232756,1.89568418013312,401.453494284638,1.18187133449481,3.74713297064801,0.451784885640567,0.00666496708204963
2000-11-18,2000,11,18,9.55693074824308,2.5898456190454,38.2774658636303,0.000967826701810896,-3.93568168433956,40,-121,83.4776917350005,2.76775932111464,402.877741819322,1.95703840191737,5.44205176667552,0.873805881681479,0.0214226597327282
2000-11-19,2000,11,19,10.380932948381,3.92710601562224,32.1937283140099,0,-5.49740585432625,40,-121,86.9479137299147,3.7998671223078,404.450309750031,3.37477836388682,7.42532923277756,2.95881939874489,0.185544708612861
2000-11-20,2000,11,20,10.5355734338103,4.08355810240851,27.3238758400262,0,-7.51340698709731,40,-121,88.9913449992632,4.92100122791266,406.050712968117,4.55727599913285,9.55257892378626,4.81296110847477,0.438973969179457
2000-11-21,2000,11,21,8.24734248274729,7.51253800358703,48.3001490754898,0,-2.00323926752105,40,-121,88.0184474935475,5.56170231497333,407.239234615011,4.71106814013898,10.7561600524415,5.31315511135358,0.522929111679902
2000-11-22,2000,11,22,8.98020391369499,3.5797342275186,29.9617127149827,0.175499241928328,-7.68405506897227,40,-121,88.8268573445757,6.49771740346598,408.559671319476,4.33934292738082,12.4984958074056,5.32451969044917,0.524910521819556
2000-11-23,2000,11,23,6.7323139588309,4.9798254666223,41.5381905352051,0.158293433896138,-5.42090843831335,40,-121,88.5321226975082,7.1047896178498,409.475487832066,4.4636464574538,13.6188300620179,5.74829496077896,0.60110869971412
2000-11-24,2000,11,24,9.45159592483469,4.36963833992097,45.8632533733569,0.00139797190261588,-1.5919185460362,40,-121,88.2017078436974,7.86212512560345,410.880775098536,4.12809211692068,15.0063892724636,5.63223773674456,0.579794692223542
2000-11-25,2000,11,25,7.70647431148717,6.08414434866489,55.4908185769502,0,-0.615693829379097,40,-121,86.9334057463896,8.38179757652003,411.971940474604,3.75451699229532,15.9522040594407,5.31785956719018,0.523748936381926
