"DATE","TIME","TEMP","RH","WS","PREC","YR","MON","DAY","LAT","LONG","FFMC","DMC","DC","ISI","BUI","FWI","DSR"
2000-07-15,13:00:00,13.8888888888889,72,4.828032,254,2000,7,15,40.25,105.75,29.6836871213843,3.08164239161736,6.204,0.00402813190340346,2.98204915411238,0.00141595043652508,2.46560757457815e-07
2000-07-17,13:00:00,12.7777777777778,90,4.828032,10668,2000,7,17,40.25,105.75,11.355591607094,1.09548122174056,6.004,3.45335000398428e-06,1.50463059638213,9.91523945713975e-07,6.42725573603711e-13
2000-07-18,13:00:00,22.2222222222222,26,6.437376,6096,2000,7,18,40.25,105.75,58.2164207637342,4.05324922844444,7.704,0.501927215304297,3.92722898986484,0.195408901692258,0.00151196031594671
2000-07-19,13:00:00,23.3333333333333,12,6.437376,0,2000,7,19,40.25,105.75,88.4980412230102,9.10296636977778,15.608,4.78038378077593,8.92756401361169,4.87267076364933,0.448659237964559
2000-07-20,13:00:00,24.4444444444444,12,4.828032,0,2000,7,20,40.25,105.75,94.8918317790908,14.3823204888889,23.712,10.8791325744408,14.1840479044473,12.7424626384307,2.4596163254477
2000-07-21,13:00:00,25.5555555555556,10,8.04672,0,2000,7,21,40.25,105.75,96.6145697267761,20.0165159288889,32.016,16.1655706724557,19.7966039667838,20.0474993597534,5.48549056848159
2000-07-22,13:00:00,22.7777777777778,17,4.828032,0,2000,7,22,40.25,105.75,96.2310492928149,24.6710226124444,39.82,13.0535578933003,24.4479769680424,18.9329221735281,4.95728792483906
2000-07-23,13:00:00,28.3333333333333,10,4.828032,0,2000,7,23,40.25,105.75,97.0998645229819,30.8923580524445,48.624,14.6681220674052,30.6446860464179,22.9322104403531,6.95918176306099
2000-07-24,13:00:00,27.2222222222222,15,8.04672,0,2000,7,24,40.25,105.75,97.042205884104,36.5462553013333,57.228,17.118610636956,36.2830394933143,27.6638406088151,9.69960351893976
2000-07-25,13:00:00,27.7777777777778,10,6.437376,508,2000,7,25,40.25,105.75,77.1743449031851,15.2378053382402,8.704,1.22011640779081,14.6279855699154,0.913306414133916,0.023166483849176
2000-07-26,13:00:00,18.3333333333333,58,3.218688,254,2000,7,26,40.25,105.75,40.7484201648718,7.29334399604806,7.004,0.0470032297472747,6.87750340422873,0.0234024360381118,3.53314118690266e-05
2000-07-27,13:00:00,17.2222222222222,71,3.218688,2286,2000,7,27,40.25,105.75,27.2282543116486,3.86597366169483,6.804,0.00182312909204759,3.70529316721683,0.000693908748858636,6.97708617106927e-08
2000-07-28,13:00:00,25.5555555555556,16,4.828032,0,2000,7,28,40.25,105.75,78.9596124001978,9.1245560723615,15.108,1.30848483657099,8.93332217151209,0.743325870578722,0.0160900047866864
2000-07-29,13:00:00,26.1111111111111,13,6.437376,0,2000,7,29,40.25,105.75,93.6401967327574,14.6844587310282,23.512,9.92464564733866,14.4723219689749,11.9553774699402,2.19713090123955
2000-07-30,13:00:00,26.1111111111111,16,4.828032,0,2000,7,30,40.25,105.75,95.0978741077317,20.0526406083615,31.916,11.1905842691466,19.8303252796946,15.2661395153065,3.38664469672784
2000-07-31,13:00:00,27.7777777777778,13,6.437376,0,2000,7,31,40.25,105.75,96.2084472676675,25.9530844670282,40.62,14.1131220060356,25.7125006990508,20.5238127365335,5.71828294623333
2000-08-01,13:00:00,27.7777777777778,14,4.828032,0,2000,8,1,40.25,105.75,96.2598544653127,31.0801479385837,48.624,13.104390177617,30.8289425615724,21.2246265175213,6.06842242646951
2000-08-02,13:00:00,25.5555555555556,22,4.828032,2032,2000,8,2,40.25,105.75,68.5459171321077,11.9047396145728,7.604,0.761856911610484,11.3392975562098,0.492472408162338,0.0077639883086591
2000-08-03,13:00:00,14.4444444444444,87,3.218688,1524,2000,8,3,40.25,105.75,18.1294309484217,4.72023842754639,5.604,7.28819685432987e-05,4.39021160400386,2.96759838597211e-05,2.63466848999296e-10
2000-08-04,13:00:00,25,29,4.828032,0,2000,8,4,40.25,105.75,70.6033574986708,8.5458892535464,13.108,0.813644545318272,8.32096426161134,0.445496439402261,0.00650164427305475
2000-08-05,13:00:00,22.2222222222222,22,4.828032,254,2000,8,5,40.25,105.75,61.3825202438646,6.89478969409954,7.004,0.566621591594158,6.50083169372516,0.274596444269836,0.00276095223593761
2000-08-06,13:00:00,21.6666666666667,17,4.828032,0,2000,8,6,40.25,105.75,86.6608868712227,10.7958621254329,13.908,3.39047600578803,10.4925047486875,3.69275548634598,0.274649859479409
2000-08-07,13:00:00,22.7777777777778,20,4.828032,0,2000,8,7,40.25,105.75,92.4600931948656,14.7394394943218,21.012,7.75800891440712,14.4744372893345,9.76602607638241,1.5359233783677
2000-08-08,13:00:00,27.2222222222222,10,9.656064,0,2000,8,8,40.25,105.75,96.5895988962952,20.0017480343218,28.916,17.472430213295,19.734266662296,21.1724612236512,6.04204821691224
2000-08-09,13:00:00,30.5555555555556,9,6.437376,0,2000,8,9,40.25,105.75,97.6510537537936,25.948746202544,37.42,17.117470953811,25.668004779106,23.5299657076725,7.28347434525466
2000-08-10,13:00:00,25,21,4.828032,0,2000,8,10,40.25,105.75,96.2632299004767,30.205456276544,44.924,13.1103585378835,29.9303215612221,20.9302864750946,5.92026244712286
